date.time,date,site,plot,common.name,scientific.name,family,assessment.method,SamplingPeriod,survey.method,SamplingDay
2022-11-14T21:17:00Z,15/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:17:00Z,15/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-15T20:27:00Z,16/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T07:00:00Z,15/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:00:00Z,15/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:00:00Z,15/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:32:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:42:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-16T20:35:00Z,17/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,19
2022-11-16T08:02:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,18
2022-11-16T08:02:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,18
2022-11-16T08:02:00Z,16/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,18
2022-11-16T21:28:00Z,17/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,19
2022-11-17T20:35:00Z,18/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,20
2022-11-17T07:49:00Z,17/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,19
2022-11-17T07:49:00Z,17/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,19
2022-11-17T07:49:00Z,17/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,19
2022-11-17T07:49:00Z,17/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,19
2022-11-17T07:49:00Z,17/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,19
2022-11-17T20:40:00Z,18/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,20
2022-11-17T20:40:00Z,18/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,20
2022-11-17T20:40:00Z,18/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,20
2022-11-18T20:35:00Z,19/11/2022,Duval,DryB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T20:35:00Z,19/11/2022,Duval,DryB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T20:35:00Z,19/11/2022,Duval,DryB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T21:32:00Z,19/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T21:32:00Z,19/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T08:01:00Z,18/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,20
2022-11-18T08:01:00Z,18/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,20
2022-11-18T08:01:00Z,18/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,20
2022-11-18T20:50:00Z,19/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T20:50:00Z,19/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-18T20:50:00Z,19/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,spotlighting,21
2022-11-19T07:18:00Z,19/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,21
2022-11-19T07:18:00Z,19/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,21
2022-11-13T21:18:00Z,13/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,16
2022-11-14T20:28:00Z,14/11/2022,Duval,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T08:02:00Z,15/11/2022,Duval,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2021-04-18T21:21:00Z,19/4/2021,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,spotlighting,1
2021-04-20T19:20:00Z,21/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,spotlighting,3
2021-04-19T20:54:00Z,19/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,2
2021-04-23T17:34:00Z,23/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,6
2021-04-23T17:34:00Z,23/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,6
2021-04-23T17:34:00Z,23/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,6
2021-04-23T17:34:00Z,23/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,6
2021-04-23T17:34:00Z,23/4/2021,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,6
2021-04-25T15:30:00Z,25/4/2021,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2021,incidentals,8
2022-05-01T07:21:00Z,1/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,pitfall,10
2022-04-29T07:05:00Z,29/4/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,pitfall,8
2022-04-30T07:23:00Z,30/4/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,pitfall,9
2022-05-01T07:02:00Z,1/5/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,pitfall,10
2022-05-01T07:04:00Z,1/5/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,pitfall,10
2022-04-28T18:31:00Z,29/4/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,8
2022-04-28T19:05:00Z,29/4/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,8
2022-04-29T18:09:00Z,30/4/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,9
2022-04-29T18:37:00Z,30/4/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,9
2022-04-30T06:55:00Z,30/4/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,9
2022-04-30T07:04:00Z,30/4/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,9
2022-04-30T18:01:00Z,1/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,10
2022-04-30T18:01:00Z,1/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,10
2022-05-01T07:01:00Z,1/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,10
2022-05-01T18:16:00Z,2/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,11
2022-05-01T18:29:00Z,2/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,11
2022-05-02T06:44:00Z,2/5/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,11
2022-05-02T18:05:00Z,3/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,12
2022-05-02T18:14:00Z,3/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,12
2022-05-03T06:58:00Z,3/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,12
2022-05-03T18:08:00Z,4/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,13
2022-05-03T18:15:00Z,4/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,13
2022-05-04T07:09:00Z,4/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,13
2022-05-04T18:48:00Z,5/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,14
2022-05-04T18:52:00Z,5/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,spotlighting,14
2022-05-05T07:12:00Z,5/5/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,fall.2022,incidentals,14
2022-11-13T08:15:00Z,13/11/2022,Duval,DryB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,funnel,15
2022-11-13T07:04:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,pitfall,15
2022-11-13T20:24:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,funnel,16
2022-11-14T07:35:00Z,14/11/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,funnel,16
2022-11-14T06:39:00Z,14/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,pitfall,16
2022-11-14T08:26:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,pitfall,16
2022-11-16T08:20:00Z,16/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,funnel,18
2022-11-12T20:48:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,15
2022-11-12T20:48:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,15
2022-11-12T20:48:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,15
2022-11-12T20:48:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,15
2022-11-12T20:48:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,15
2022-11-12T20:30:00Z,13/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,15
2022-11-13T07:23:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,15
2022-11-13T07:23:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,15
2022-11-13T07:23:00Z,13/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,15
2022-11-13T20:42:00Z,14/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:42:00Z,14/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:42:00Z,14/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:42:00Z,14/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:42:00Z,14/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-13T20:14:00Z,14/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,16
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T21:16:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-14T22:40:00Z,15/11/2022,Duval,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,17
2022-11-15T09:10:00Z,15/11/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T21:39:00Z,16/11/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T21:39:00Z,16/11/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T21:39:00Z,16/11/2022,Duval,DryA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T07:24:00Z,15/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,incidentals,17
2022-11-15T20:21:00Z,16/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:21:00Z,16/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:21:00Z,16/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:21:00Z,16/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
2022-11-15T20:21:00Z,16/11/2022,Duval,WetA,Common Eastern Froglet,Crinia signifera,Myobatrachidae,OBM,spring.2022,spotlighting,18
